pred: fbmj0, true: fadg0, file: sa1, noise: SIGNAL020.wav, level: 0 dB.
pred: fhew0, true: fjmg0, file: sa2, noise: SIGNAL020.wav, level: 25 dB.
pred: fsjg0, true: fjrb0, file: sa1, noise: SIGNAL010.wav, level: 25 dB.
pred: fjrb0, true: fjrb0, file: sa2, noise: SIGNAL016.wav, level: 25 dB.
pred: fexm0, true: fjre0, file: sa1, noise: SIGNAL018.wav, level: 25 dB.
pred: fjsk0, true: fjre0, file: sa2, noise: SIGNAL016.wav, level: 25 dB.
pred: fjrp1, true: fjrp1, file: sa1, noise: SIGNAL021.wav, level: 25 dB.
pred: fjrp1, true: fjrp1, file: sa2, noise: SIGNAL009.wav, level: 25 dB.
pred: fjsa0, true: fjsa0, file: sa1, noise: SIGNAL015.wav, level: 25 dB.
pred: fjsa0, true: fjsa0, file: sa2, noise: SIGNAL009.wav, level: 25 dB.
pred: fexm0, true: fjsj0, file: sa1, noise: SIGNAL020.wav, level: 25 dB.
pred: fjsj0, true: fjsj0, file: sa2, noise: SIGNAL021.wav, level: 25 dB.
pred: fjsk0, true: fjsk0, file: sa1, noise: SIGNAL001.wav, level: 25 dB.
pred: fjsk0, true: fjsk0, file: sa2, noise: SIGNAL011.wav, level: 25 dB.
pred: fjsp0, true: fjsp0, file: sa1, noise: SIGNAL012.wav, level: 25 dB.
pred: fjsp0, true: fjsp0, file: sa2, noise: SIGNAL024.wav, level: 25 dB.
pred: fsag0, true: fjwb0, file: sa1, noise: SIGNAL004.wav, level: 25 dB.
pred: fjwb0, true: fjwb0, file: sa2, noise: SIGNAL004.wav, level: 25 dB.
pred: fjwb1, true: fjwb1, file: sa1, noise: SIGNAL016.wav, level: 25 dB.
pred: fjwb1, true: fjwb1, file: sa2, noise: SIGNAL005.wav, level: 25 dB.
pred: fjxm0, true: fjxm0, file: sa1, noise: SIGNAL022.wav, level: 25 dB.
pred: fjxm0, true: fjxm0, file: sa2, noise: SIGNAL019.wav, level: 25 dB.
pred: fjxp0, true: fjxp0, file: sa1, noise: SIGNAL005.wav, level: 25 dB.
pred: fjxp0, true: fjxp0, file: sa2, noise: SIGNAL014.wav, level: 25 dB.
pred: fleh0, true: fkaa0, file: sa1, noise: SIGNAL021.wav, level: 25 dB.
pred: fmml0, true: fkaa0, file: sa2, noise: SIGNAL023.wav, level: 25 dB.
pred: fkde0, true: fkde0, file: sa1, noise: SIGNAL002.wav, level: 25 dB.
pred: frng0, true: fkde0, file: sa2, noise: SIGNAL004.wav, level: 25 dB.
pred: fkdw0, true: fkdw0, file: sa1, noise: SIGNAL004.wav, level: 25 dB.
pred: fjmg0, true: fkdw0, file: sa2, noise: SIGNAL003.wav, level: 25 dB.
pred: fjrp1, true: fkfb0, file: sa1, noise: SIGNAL016.wav, level: 25 dB.
pred: fkfb0, true: fkfb0, file: sa2, noise: SIGNAL007.wav, level: 25 dB.
pred: fgmb0, true: fkkh0, file: sa1, noise: SIGNAL015.wav, level: 25 dB.
pred: fkkh0, true: fkkh0, file: sa2, noise: SIGNAL016.wav, level: 25 dB.
pred: fcdr1, true: fklc0, file: sa1, noise: SIGNAL012.wav, level: 25 dB.
pred: fklc0, true: fklc0, file: sa2, noise: SIGNAL020.wav, level: 25 dB.
pred: fklc1, true: fklc1, file: sa1, noise: SIGNAL017.wav, level: 25 dB.
pred: fmmh0, true: fklc1, file: sa2, noise: SIGNAL012.wav, level: 25 dB.
pred: flmk0, true: fklh0, file: sa1, noise: SIGNAL002.wav, level: 25 dB.
pred: fklh0, true: fklh0, file: sa2, noise: SIGNAL022.wav, level: 25 dB.
pred: fisb0, true: fkms0, file: sa1, noise: SIGNAL005.wav, level: 25 dB.
pred: fkms0, true: fkms0, file: sa2, noise: SIGNAL018.wav, level: 25 dB.
pred: fksr0, true: fksr0, file: sa1, noise: SIGNAL013.wav, level: 25 dB.
pred: fksr0, true: fksr0, file: sa2, noise: SIGNAL021.wav, level: 25 dB.
pred: flac0, true: flac0, file: sa1, noise: SIGNAL018.wav, level: 25 dB.
pred: flac0, true: flac0, file: sa2, noise: SIGNAL007.wav, level: 25 dB.
pred: flag0, true: flag0, file: sa1, noise: SIGNAL016.wav, level: 25 dB.
pred: fpac0, true: flag0, file: sa2, noise: SIGNAL014.wav, level: 25 dB.
pred: flas0, true: flas0, file: sa1, noise: SIGNAL007.wav, level: 25 dB.
pred: flas0, true: flas0, file: sa2, noise: SIGNAL009.wav, level: 25 dB.
pred: flbw0, true: flbw0, file: sa1, noise: SIGNAL010.wav, level: 25 dB.
pred: flbw0, true: flbw0, file: sa2, noise: SIGNAL004.wav, level: 25 dB.
pred: fleh0, true: fleh0, file: sa1, noise: SIGNAL010.wav, level: 25 dB.
pred: fslb1, true: fleh0, file: sa2, noise: SIGNAL010.wav, level: 25 dB.
pred: flet0, true: flet0, file: sa1, noise: SIGNAL012.wav, level: 25 dB.
pred: flet0, true: flet0, file: sa2, noise: SIGNAL011.wav, level: 25 dB.
pred: fexm0, true: flhd0, file: sa1, noise: SIGNAL005.wav, level: 25 dB.
pred: flhd0, true: flhd0, file: sa2, noise: SIGNAL022.wav, level: 25 dB.
pred: fgcs0, true: flja0, file: sa1, noise: SIGNAL020.wav, level: 25 dB.
pred: flja0, true: flja0, file: sa2, noise: SIGNAL007.wav, level: 25 dB.
pred: fexm0, true: fljd0, file: sa1, noise: SIGNAL003.wav, level: 25 dB.
pred: fljd0, true: fljd0, file: sa2, noise: SIGNAL017.wav, level: 25 dB.
pred: fljg0, true: fljg0, file: sa1, noise: SIGNAL003.wav, level: 25 dB.
pred: fljg0, true: fljg0, file: sa2, noise: SIGNAL010.wav, level: 25 dB.
pred: fdtd0, true: flkd0, file: sa1, noise: SIGNAL002.wav, level: 25 dB.
pred: fgjd0, true: flkd0, file: sa2, noise: SIGNAL010.wav, level: 25 dB.
pred: flkm0, true: flkm0, file: sa1, noise: SIGNAL022.wav, level: 25 dB.
pred: flkm0, true: flkm0, file: sa2, noise: SIGNAL021.wav, level: 25 dB.
pred: flma0, true: flma0, file: sa1, noise: SIGNAL023.wav, level: 25 dB.
pred: flma0, true: flma0, file: sa2, noise: SIGNAL009.wav, level: 25 dB.
pred: flmc0, true: flmc0, file: sa1, noise: SIGNAL006.wav, level: 25 dB.
pred: flmc0, true: flmc0, file: sa2, noise: SIGNAL013.wav, level: 25 dB.
pred: fjlg0, true: flmk0, file: sa1, noise: SIGNAL005.wav, level: 25 dB.
pred: flmk0, true: flmk0, file: sa2, noise: SIGNAL021.wav, level: 25 dB.
pred: fsjs0, true: flnh0, file: sa1, noise: SIGNAL005.wav, level: 25 dB.
pred: flnh0, true: flnh0, file: sa2, noise: SIGNAL018.wav, level: 25 dB.
pred: flod0, true: flod0, file: sa1, noise: SIGNAL016.wav, level: 25 dB.
pred: flod0, true: flod0, file: sa2, noise: SIGNAL024.wav, level: 25 dB.
pred: fexm0, true: fltm0, file: sa1, noise: SIGNAL011.wav, level: 25 dB.
pred: fltm0, true: fltm0, file: sa2, noise: SIGNAL019.wav, level: 25 dB.
pred: fspm0, true: fmaf0, file: sa1, noise: SIGNAL022.wav, level: 25 dB.
pred: fmaf0, true: fmaf0, file: sa2, noise: SIGNAL013.wav, level: 25 dB.
pred: flet0, true: fmah0, file: sa1, noise: SIGNAL002.wav, level: 25 dB.
pred: fjmg0, true: fmah0, file: sa2, noise: SIGNAL020.wav, level: 25 dB.
pred: fmah1, true: fmah1, file: sa1, noise: SIGNAL006.wav, level: 25 dB.
pred: fbjl0, true: fmah1, file: sa2, noise: SIGNAL007.wav, level: 25 dB.
pred: fsjg0, true: fmbg0, file: sa1, noise: SIGNAL008.wav, level: 25 dB.
pred: fmbg0, true: fmbg0, file: sa2, noise: SIGNAL013.wav, level: 25 dB.
pred: fsls0, true: fmcm0, file: sa1, noise: SIGNAL007.wav, level: 25 dB.
pred: fmcm0, true: fmcm0, file: sa2, noise: SIGNAL003.wav, level: 25 dB.
pred: fmem0, true: fmem0, file: sa1, noise: SIGNAL006.wav, level: 25 dB.
pred: fmem0, true: fmem0, file: sa2, noise: SIGNAL003.wav, level: 25 dB.
pred: fmgd0, true: fmgd0, file: sa1, noise: SIGNAL016.wav, level: 25 dB.
pred: fjen0, true: fmgd0, file: sa2, noise: SIGNAL007.wav, level: 25 dB.
pred: fmjb0, true: fmjb0, file: sa1, noise: SIGNAL003.wav, level: 25 dB.
pred: fmjb0, true: fmjb0, file: sa2, noise: SIGNAL003.wav, level: 25 dB.
pred: fksr0, true: fmjf0, file: sa1, noise: SIGNAL012.wav, level: 25 dB.
pred: fmjf0, true: fmjf0, file: sa2, noise: SIGNAL013.wav, level: 25 dB.
pred: fmju0, true: fmju0, file: sa1, noise: SIGNAL014.wav, level: 25 dB.
pred: fmju0, true: fmju0, file: sa2, noise: SIGNAL015.wav, level: 25 dB.
pred: fmkc0, true: fmkc0, file: sa1, noise: SIGNAL010.wav, level: 25 dB.
pred: fmkc0, true: fmkc0, file: sa2, noise: SIGNAL014.wav, level: 25 dB.
pred: fmkf0, true: fmkf0, file: sa1, noise: SIGNAL002.wav, level: 25 dB.
pred: fmkf0, true: fmkf0, file: sa2, noise: SIGNAL007.wav, level: 25 dB.
pred: fcdr1, true: fmld0, file: sa1, noise: SIGNAL005.wav, level: 25 dB.
pred: fedw0, true: fmld0, file: sa2, noise: SIGNAL009.wav, level: 25 dB.
pred: fmmh0, true: fmmh0, file: sa1, noise: SIGNAL005.wav, level: 25 dB.
pred: fmmh0, true: fmmh0, file: sa2, noise: SIGNAL006.wav, level: 25 dB.
pred: fmml0, true: fmml0, file: sa1, noise: SIGNAL012.wav, level: 25 dB.
pred: fmml0, true: fmml0, file: sa2, noise: SIGNAL007.wav, level: 25 dB.
pred: fmpg0, true: fmpg0, file: sa1, noise: SIGNAL003.wav, level: 25 dB.
pred: fmpg0, true: fmpg0, file: sa2, noise: SIGNAL012.wav, level: 25 dB.
pred: fnkl0, true: fnkl0, file: sa1, noise: SIGNAL022.wav, level: 25 dB.
pred: fnkl0, true: fnkl0, file: sa2, noise: SIGNAL012.wav, level: 25 dB.
pred: fspm0, true: fnlp0, file: sa1, noise: SIGNAL002.wav, level: 25 dB.
pred: fsjs0, true: fnlp0, file: sa2, noise: SIGNAL009.wav, level: 25 dB.
pred: fnmr0, true: fnmr0, file: sa1, noise: SIGNAL010.wav, level: 25 dB.
pred: fnmr0, true: fnmr0, file: sa2, noise: SIGNAL014.wav, level: 25 dB.
pred: fntb0, true: fntb0, file: sa1, noise: SIGNAL019.wav, level: 25 dB.
pred: fljg0, true: fntb0, file: sa2, noise: SIGNAL011.wav, level: 25 dB.
pred: fpab1, true: fpab1, file: sa1, noise: SIGNAL004.wav, level: 25 dB.
pred: fpab1, true: fpab1, file: sa2, noise: SIGNAL012.wav, level: 25 dB.
pred: fbjl0, true: fpac0, file: sa1, noise: SIGNAL020.wav, level: 25 dB.
pred: fpac0, true: fpac0, file: sa2, noise: SIGNAL011.wav, level: 25 dB.
pred: fpad0, true: fpad0, file: sa1, noise: SIGNAL013.wav, level: 25 dB.
pred: fdnc0, true: fpad0, file: sa2, noise: SIGNAL023.wav, level: 25 dB.
pred: fkkh0, true: fpaf0, file: sa1, noise: SIGNAL014.wav, level: 25 dB.
pred: fbjl0, true: fpaf0, file: sa2, noise: SIGNAL020.wav, level: 25 dB.
pred: fpas0, true: fpas0, file: sa1, noise: SIGNAL018.wav, level: 25 dB.
pred: fpas0, true: fpas0, file: sa2, noise: SIGNAL024.wav, level: 25 dB.
pred: fpaz0, true: fpaz0, file: sa1, noise: SIGNAL012.wav, level: 25 dB.
pred: fpaz0, true: fpaz0, file: sa2, noise: SIGNAL015.wav, level: 25 dB.
pred: fpjf0, true: fpjf0, file: sa1, noise: SIGNAL024.wav, level: 25 dB.
pred: fpac0, true: fpjf0, file: sa2, noise: SIGNAL008.wav, level: 25 dB.
pred: fpkt0, true: fpkt0, file: sa1, noise: SIGNAL004.wav, level: 25 dB.
pred: fpkt0, true: fpkt0, file: sa2, noise: SIGNAL024.wav, level: 25 dB.
pred: fpls0, true: fpls0, file: sa1, noise: SIGNAL002.wav, level: 25 dB.
pred: fpls0, true: fpls0, file: sa2, noise: SIGNAL007.wav, level: 25 dB.
pred: fpmy0, true: fpmy0, file: sa1, noise: SIGNAL022.wav, level: 25 dB.
pred: fpmy0, true: fpmy0, file: sa2, noise: SIGNAL016.wav, level: 25 dB.
pred: fexm0, true: fram1, file: sa1, noise: SIGNAL016.wav, level: 25 dB.
pred: fram1, true: fram1, file: sa2, noise: SIGNAL013.wav, level: 25 dB.
pred: freh0, true: freh0, file: sa1, noise: SIGNAL012.wav, level: 25 dB.
pred: freh0, true: freh0, file: sa2, noise: SIGNAL008.wav, level: 25 dB.
pred: flhd0, true: frew0, file: sa1, noise: SIGNAL003.wav, level: 25 dB.
pred: fspm0, true: frew0, file: sa2, noise: SIGNAL021.wav, level: 25 dB.
pred: fbjl0, true: frjb0, file: sa1, noise: SIGNAL020.wav, level: 25 dB.
pred: fltm0, true: frjb0, file: sa2, noise: SIGNAL023.wav, level: 25 dB.
pred: fpad0, true: frll0, file: sa1, noise: SIGNAL006.wav, level: 25 dB.
pred: frll0, true: frll0, file: sa2, noise: SIGNAL023.wav, level: 25 dB.
pred: frng0, true: frng0, file: sa1, noise: SIGNAL016.wav, level: 25 dB.
pred: frng0, true: frng0, file: sa2, noise: SIGNAL020.wav, level: 25 dB.
pred: fsag0, true: fsag0, file: sa1, noise: SIGNAL019.wav, level: 25 dB.
pred: fsag0, true: fsag0, file: sa2, noise: SIGNAL018.wav, level: 25 dB.
pred: fsah0, true: fsah0, file: sa1, noise: SIGNAL012.wav, level: 25 dB.
pred: fsah0, true: fsah0, file: sa2, noise: SIGNAL015.wav, level: 25 dB.
pred: fsak0, true: fsak0, file: sa1, noise: SIGNAL021.wav, level: 25 dB.
pred: fsak0, true: fsak0, file: sa2, noise: SIGNAL024.wav, level: 25 dB.
pred: fsbk0, true: fsbk0, file: sa1, noise: SIGNAL002.wav, level: 25 dB.
pred: fpaz0, true: fsbk0, file: sa2, noise: SIGNAL014.wav, level: 25 dB.
pred: fscn0, true: fscn0, file: sa1, noise: SIGNAL019.wav, level: 25 dB.
pred: fscn0, true: fscn0, file: sa2, noise: SIGNAL019.wav, level: 25 dB.
pred: fsdc0, true: fsdc0, file: sa1, noise: SIGNAL023.wav, level: 25 dB.
pred: fgcs0, true: fsdc0, file: sa2, noise: SIGNAL005.wav, level: 25 dB.
pred: fdtd0, true: fsdj0, file: sa1, noise: SIGNAL014.wav, level: 25 dB.
pred: fsdj0, true: fsdj0, file: sa2, noise: SIGNAL007.wav, level: 25 dB.
pred: fhew0, true: fsem0, file: sa1, noise: SIGNAL007.wav, level: 25 dB.
pred: fsem0, true: fsem0, file: sa2, noise: SIGNAL004.wav, level: 25 dB.
pred: fsgf0, true: fsgf0, file: sa1, noise: SIGNAL020.wav, level: 25 dB.
pred: fsgf0, true: fsgf0, file: sa2, noise: SIGNAL020.wav, level: 25 dB.
pred: fsjg0, true: fsjg0, file: sa1, noise: SIGNAL017.wav, level: 25 dB.
pred: fsjg0, true: fsjg0, file: sa2, noise: SIGNAL006.wav, level: 25 dB.
pred: fdtd0, true: fsjk1, file: sa1, noise: SIGNAL011.wav, level: 25 dB.
pred: fsjk1, true: fsjk1, file: sa2, noise: SIGNAL022.wav, level: 25 dB.
pred: fexm0, true: fsjs0, file: sa1, noise: SIGNAL001.wav, level: 25 dB.
pred: fsjs0, true: fsjs0, file: sa2, noise: SIGNAL002.wav, level: 25 dB.
pred: fsjw0, true: fsjw0, file: sa1, noise: SIGNAL010.wav, level: 25 dB.
pred: fsjw0, true: fsjw0, file: sa2, noise: SIGNAL022.wav, level: 25 dB.
pred: fjrp1, true: fskc0, file: sa1, noise: SIGNAL010.wav, level: 25 dB.
pred: fskc0, true: fskc0, file: sa2, noise: SIGNAL009.wav, level: 25 dB.
pred: fskl0, true: fskl0, file: sa1, noise: SIGNAL002.wav, level: 25 dB.
pred: fskl0, true: fskl0, file: sa2, noise: SIGNAL018.wav, level: 25 dB.
pred: fgjd0, true: fskp0, file: sa1, noise: SIGNAL003.wav, level: 25 dB.
pred: fskp0, true: fskp0, file: sa2, noise: SIGNAL015.wav, level: 25 dB.
pred: fslb1, true: fslb1, file: sa1, noise: SIGNAL011.wav, level: 25 dB.
pred: fslb1, true: fslb1, file: sa2, noise: SIGNAL010.wav, level: 25 dB.
pred: fsls0, true: fsls0, file: sa1, noise: SIGNAL007.wav, level: 25 dB.
pred: fsls0, true: fsls0, file: sa2, noise: SIGNAL024.wav, level: 25 dB.
pred: fsma0, true: fsma0, file: sa1, noise: SIGNAL016.wav, level: 25 dB.
pred: fsma0, true: fsma0, file: sa2, noise: SIGNAL001.wav, level: 25 dB.
pred: fsmm0, true: fsmm0, file: sa1, noise: SIGNAL017.wav, level: 25 dB.
pred: fsmm0, true: fsmm0, file: sa2, noise: SIGNAL004.wav, level: 25 dB.
pred: fjdm2, true: fsms1, file: sa1, noise: SIGNAL005.wav, level: 25 dB.
pred: fpac0, true: fsms1, file: sa2, noise: SIGNAL020.wav, level: 25 dB.
pred: fspm0, true: fspm0, file: sa1, noise: SIGNAL002.wav, level: 25 dB.
pred: fjen0, true: fspm0, file: sa2, noise: SIGNAL020.wav, level: 25 dB.
pred: fsrh0, true: fsrh0, file: sa1, noise: SIGNAL009.wav, level: 25 dB.
pred: freh0, true: fsrh0, file: sa2, noise: SIGNAL019.wav, level: 25 dB.
pred: fear0, true: fssb0, file: sa1, noise: SIGNAL002.wav, level: 25 dB.
pred: fljg0, true: fssb0, file: sa2, noise: SIGNAL011.wav, level: 25 dB.
pred: fsxa0, true: fsxa0, file: sa1, noise: SIGNAL023.wav, level: 25 dB.
pred: fsxa0, true: fsxa0, file: sa2, noise: SIGNAL015.wav, level: 25 dB.
pred: fsjw0, true: ftaj0, file: sa1, noise: SIGNAL015.wav, level: 25 dB.
pred: fmmh0, true: ftaj0, file: sa2, noise: SIGNAL006.wav, level: 25 dB.
pred: ftbr0, true: ftbr0, file: sa1, noise: SIGNAL012.wav, level: 25 dB.
pred: ftbr0, true: ftbr0, file: sa2, noise: SIGNAL004.wav, level: 25 dB.
pred: ftbw0, true: ftbw0, file: sa1, noise: SIGNAL024.wav, level: 25 dB.
pred: ftbw0, true: ftbw0, file: sa2, noise: SIGNAL006.wav, level: 25 dB.
pred: ftlg0, true: ftlg0, file: sa1, noise: SIGNAL002.wav, level: 25 dB.
pred: ftlg0, true: ftlg0, file: sa2, noise: SIGNAL022.wav, level: 25 dB.
pred: fjsk0, true: ftlh0, file: sa1, noise: SIGNAL006.wav, level: 25 dB.
pred: ftlh0, true: ftlh0, file: sa2, noise: SIGNAL016.wav, level: 25 dB.
pred: fjsk0, true: ftmg0, file: sa1, noise: SIGNAL005.wav, level: 25 dB.
pred: ftmg0, true: ftmg0, file: sa2, noise: SIGNAL004.wav, level: 25 dB.
pred: futb0, true: futb0, file: sa1, noise: SIGNAL024.wav, level: 25 dB.
pred: futb0, true: futb0, file: sa2, noise: SIGNAL009.wav, level: 25 dB.
pred: fjrp1, true: fvfb0, file: sa1, noise: SIGNAL013.wav, level: 25 dB.
pred: fjrp1, true: fvfb0, file: sa2, noise: SIGNAL013.wav, level: 25 dB.
pred: fgjd0, true: fvkb0, file: sa1, noise: SIGNAL003.wav, level: 25 dB.
pred: fvkb0, true: fvkb0, file: sa2, noise: SIGNAL013.wav, level: 25 dB.
pred: fdtd0, true: fvmh0, file: sa1, noise: SIGNAL003.wav, level: 25 dB.
pred: fvmh0, true: fvmh0, file: sa2, noise: SIGNAL008.wav, level: 25 dB.
pred: mabc0, true: mabc0, file: sa1, noise: SIGNAL021.wav, level: 25 dB.
pred: mabc0, true: mabc0, file: sa2, noise: SIGNAL010.wav, level: 25 dB.
pred: mabw0, true: mabw0, file: sa1, noise: SIGNAL019.wav, level: 25 dB.
pred: mabw0, true: mabw0, file: sa2, noise: SIGNAL012.wav, level: 25 dB.
pred: madc0, true: madc0, file: sa1, noise: SIGNAL016.wav, level: 25 dB.
pred: madc0, true: madc0, file: sa2, noise: SIGNAL013.wav, level: 25 dB.
pred: madd0, true: madd0, file: sa1, noise: SIGNAL019.wav, level: 25 dB.
pred: mdpb0, true: madd0, file: sa2, noise: SIGNAL022.wav, level: 25 dB.
pred: maeb0, true: maeb0, file: sa1, noise: SIGNAL010.wav, level: 25 dB.
pred: maeb0, true: maeb0, file: sa2, noise: SIGNAL008.wav, level: 25 dB.
pred: maeo0, true: maeo0, file: sa1, noise: SIGNAL013.wav, level: 25 dB.
pred: maeo0, true: maeo0, file: sa2, noise: SIGNAL006.wav, level: 25 dB.
pred: mafm0, true: mafm0, file: sa1, noise: SIGNAL003.wav, level: 25 dB.
pred: mpmb0, true: mafm0, file: sa2, noise: SIGNAL007.wav, level: 25 dB.
pred: mahh0, true: mahh0, file: sa1, noise: SIGNAL004.wav, level: 25 dB.
pred: mahh0, true: mahh0, file: sa2, noise: SIGNAL007.wav, level: 25 dB.
pred: majc0, true: majc0, file: sa1, noise: SIGNAL010.wav, level: 25 dB.
pred: majc0, true: majc0, file: sa2, noise: SIGNAL009.wav, level: 25 dB.
pred: majp0, true: majp0, file: sa1, noise: SIGNAL024.wav, level: 25 dB.
pred: majp0, true: majp0, file: sa2, noise: SIGNAL006.wav, level: 25 dB.
pred: makb0, true: makb0, file: sa1, noise: SIGNAL001.wav, level: 25 dB.
pred: makb0, true: makb0, file: sa2, noise: SIGNAL014.wav, level: 25 dB.
pred: mrcz0, true: makr0, file: sa1, noise: SIGNAL010.wav, level: 25 dB.
pred: makr0, true: makr0, file: sa2, noise: SIGNAL016.wav, level: 25 dB.
pred: mapv0, true: mapv0, file: sa1, noise: SIGNAL004.wav, level: 25 dB.
pred: mapv0, true: mapv0, file: sa2, noise: SIGNAL022.wav, level: 25 dB.
pred: marc0, true: marc0, file: sa1, noise: SIGNAL014.wav, level: 25 dB.
pred: marc0, true: marc0, file: sa2, noise: SIGNAL009.wav, level: 25 dB.
pred: marw0, true: marw0, file: sa1, noise: SIGNAL016.wav, level: 25 dB.
pred: marw0, true: marw0, file: sa2, noise: SIGNAL020.wav, level: 25 dB.
pred: mbar0, true: mbar0, file: sa1, noise: SIGNAL013.wav, level: 25 dB.
pred: mbar0, true: mbar0, file: sa2, noise: SIGNAL003.wav, level: 25 dB.
pred: mbbr0, true: mbbr0, file: sa1, noise: SIGNAL014.wav, level: 25 dB.
pred: mbbr0, true: mbbr0, file: sa2, noise: SIGNAL010.wav, level: 25 dB.
pred: mbcg0, true: mbcg0, file: sa1, noise: SIGNAL012.wav, level: 25 dB.
pred: mbcg0, true: mbcg0, file: sa2, noise: SIGNAL006.wav, level: 25 dB.
pred: mbdg0, true: mbdg0, file: sa1, noise: SIGNAL019.wav, level: 25 dB.
pred: mbdg0, true: mbdg0, file: sa2, noise: SIGNAL024.wav, level: 25 dB.
pred: mbef0, true: mbef0, file: sa1, noise: SIGNAL014.wav, level: 25 dB.
pred: mbef0, true: mbef0, file: sa2, noise: SIGNAL016.wav, level: 25 dB.
pred: mbgt0, true: mbgt0, file: sa1, noise: SIGNAL012.wav, level: 25 dB.
pred: mbgt0, true: mbgt0, file: sa2, noise: SIGNAL018.wav, level: 25 dB.
pred: mbjk0, true: mbjk0, file: sa1, noise: SIGNAL021.wav, level: 25 dB.
pred: mbjk0, true: mbjk0, file: sa2, noise: SIGNAL009.wav, level: 25 dB.
pred: mbjv0, true: mbjv0, file: sa1, noise: SIGNAL005.wav, level: 25 dB.
pred: mbjv0, true: mbjv0, file: sa2, noise: SIGNAL016.wav, level: 25 dB.
pred: mbma0, true: mbma0, file: sa1, noise: SIGNAL003.wav, level: 25 dB.
pred: mbma0, true: mbma0, file: sa2, noise: SIGNAL011.wav, level: 25 dB.
pred: mbma1, true: mbma1, file: sa1, noise: SIGNAL007.wav, level: 25 dB.
pred: mbma1, true: mbma1, file: sa2, noise: SIGNAL011.wav, level: 25 dB.
pred: mbml0, true: mbml0, file: sa1, noise: SIGNAL009.wav, level: 25 dB.
pred: mbml0, true: mbml0, file: sa2, noise: SIGNAL006.wav, level: 25 dB.
pred: mbns0, true: mbns0, file: sa1, noise: SIGNAL009.wav, level: 25 dB.
pred: mbns0, true: mbns0, file: sa2, noise: SIGNAL013.wav, level: 25 dB.
pred: mrtj0, true: mbom0, file: sa1, noise: SIGNAL013.wav, level: 25 dB.
pred: mbom0, true: mbom0, file: sa2, noise: SIGNAL016.wav, level: 25 dB.
pred: mbpm0, true: mbpm0, file: sa1, noise: SIGNAL023.wav, level: 25 dB.
pred: mbpm0, true: mbpm0, file: sa2, noise: SIGNAL024.wav, level: 25 dB.
pred: mbsb0, true: mbsb0, file: sa1, noise: SIGNAL020.wav, level: 25 dB.
pred: fasw0, true: mbsb0, file: sa2, noise: SIGNAL013.wav, level: 25 dB.
pred: mbth0, true: mbth0, file: sa1, noise: SIGNAL014.wav, level: 25 dB.
pred: mbth0, true: mbth0, file: sa2, noise: SIGNAL003.wav, level: 25 dB.
pred: mbwm0, true: mbwm0, file: sa1, noise: SIGNAL009.wav, level: 25 dB.
pred: mbwm0, true: mbwm0, file: sa2, noise: SIGNAL021.wav, level: 25 dB.
pred: mbwp0, true: mbwp0, file: sa1, noise: SIGNAL009.wav, level: 25 dB.
pred: mbwp0, true: mbwp0, file: sa2, noise: SIGNAL004.wav, level: 25 dB.
pred: mcae0, true: mcae0, file: sa1, noise: SIGNAL013.wav, level: 25 dB.
pred: mcae0, true: mcae0, file: sa2, noise: SIGNAL001.wav, level: 25 dB.
pred: mcal0, true: mcal0, file: sa1, noise: SIGNAL017.wav, level: 25 dB.
pred: mcal0, true: mcal0, file: sa2, noise: SIGNAL012.wav, level: 25 dB.
pred: mccs0, true: mccs0, file: sa1, noise: SIGNAL002.wav, level: 25 dB.
pred: mccs0, true: mccs0, file: sa2, noise: SIGNAL016.wav, level: 25 dB.
pred: mcdc0, true: mcdc0, file: sa1, noise: SIGNAL010.wav, level: 25 dB.
pred: mcdc0, true: mcdc0, file: sa2, noise: SIGNAL011.wav, level: 25 dB.
pred: mcdd0, true: mcdd0, file: sa1, noise: SIGNAL001.wav, level: 25 dB.
pred: mcdd0, true: mcdd0, file: sa2, noise: SIGNAL007.wav, level: 25 dB.
pred: mcdr0, true: mcdr0, file: sa1, noise: SIGNAL007.wav, level: 25 dB.
pred: mcdr0, true: mcdr0, file: sa2, noise: SIGNAL015.wav, level: 25 dB.
pred: mcef0, true: mcef0, file: sa1, noise: SIGNAL002.wav, level: 25 dB.
pred: mcef0, true: mcef0, file: sa2, noise: SIGNAL007.wav, level: 25 dB.
pred: mcem0, true: mcem0, file: sa1, noise: SIGNAL010.wav, level: 25 dB.
pred: mcem0, true: mcem0, file: sa2, noise: SIGNAL014.wav, level: 25 dB.
pred: mcew0, true: mcew0, file: sa1, noise: SIGNAL024.wav, level: 25 dB.
pred: mcew0, true: mcew0, file: sa2, noise: SIGNAL003.wav, level: 25 dB.
pred: mchh0, true: mchh0, file: sa1, noise: SIGNAL024.wav, level: 25 dB.
pred: mchh0, true: mchh0, file: sa2, noise: SIGNAL013.wav, level: 25 dB.
pred: mchl0, true: mchl0, file: sa1, noise: SIGNAL008.wav, level: 25 dB.
pred: mjvw0, true: mchl0, file: sa2, noise: SIGNAL020.wav, level: 25 dB.
pred: mclk0, true: mclk0, file: sa1, noise: SIGNAL001.wav, level: 25 dB.
pred: mclk0, true: mclk0, file: sa2, noise: SIGNAL022.wav, level: 25 dB.
pred: mclm0, true: mclm0, file: sa1, noise: SIGNAL006.wav, level: 25 dB.
