pred: fhes0, true: fadg0, file: sa1, noise: SIGNAL020.wav, level: 0 dB.
pred: mter0, true: mter0, file: sa1, noise: SIGNAL014.wav, level: 20 dB.
pred: mter0, true: mter0, file: sa2, noise: SIGNAL021.wav, level: 20 dB.
pred: mthc0, true: mthc0, file: sa1, noise: SIGNAL001.wav, level: 20 dB.
pred: mthc0, true: mthc0, file: sa2, noise: SIGNAL020.wav, level: 20 dB.
pred: mtjg0, true: mtjg0, file: sa1, noise: SIGNAL020.wav, level: 20 dB.
pred: mtjg0, true: mtjg0, file: sa2, noise: SIGNAL006.wav, level: 20 dB.
pred: mtjm0, true: mtjm0, file: sa1, noise: SIGNAL005.wav, level: 20 dB.
pred: mtjm0, true: mtjm0, file: sa2, noise: SIGNAL005.wav, level: 20 dB.
pred: mtjs0, true: mtjs0, file: sa1, noise: SIGNAL017.wav, level: 20 dB.
pred: majp0, true: mtjs0, file: sa2, noise: SIGNAL021.wav, level: 20 dB.
pred: mtju0, true: mtju0, file: sa1, noise: SIGNAL003.wav, level: 20 dB.
pred: mtju0, true: mtju0, file: sa2, noise: SIGNAL010.wav, level: 20 dB.
pred: mtkd0, true: mtkd0, file: sa1, noise: SIGNAL010.wav, level: 20 dB.
pred: mtkd0, true: mtkd0, file: sa2, noise: SIGNAL012.wav, level: 20 dB.
pred: mtkp0, true: mtkp0, file: sa1, noise: SIGNAL016.wav, level: 20 dB.
pred: mtkp0, true: mtkp0, file: sa2, noise: SIGNAL023.wav, level: 20 dB.
pred: mtlb0, true: mtlb0, file: sa1, noise: SIGNAL007.wav, level: 20 dB.
pred: mtlb0, true: mtlb0, file: sa2, noise: SIGNAL007.wav, level: 20 dB.
pred: mtlc0, true: mtlc0, file: sa1, noise: SIGNAL010.wav, level: 20 dB.
pred: mtlc0, true: mtlc0, file: sa2, noise: SIGNAL013.wav, level: 20 dB.
pred: mtls0, true: mtls0, file: sa1, noise: SIGNAL017.wav, level: 20 dB.
pred: mtls0, true: mtls0, file: sa2, noise: SIGNAL021.wav, level: 20 dB.
pred: mter0, true: mtml0, file: sa1, noise: SIGNAL003.wav, level: 20 dB.
pred: mtml0, true: mtml0, file: sa2, noise: SIGNAL022.wav, level: 20 dB.
pred: mgmm0, true: mtmn0, file: sa1, noise: SIGNAL011.wav, level: 20 dB.
pred: mtmn0, true: mtmn0, file: sa2, noise: SIGNAL017.wav, level: 20 dB.
pred: mtmr0, true: mtmr0, file: sa1, noise: SIGNAL017.wav, level: 20 dB.
pred: mtmr0, true: mtmr0, file: sa2, noise: SIGNAL020.wav, level: 20 dB.
pred: mtmt0, true: mtmt0, file: sa1, noise: SIGNAL001.wav, level: 20 dB.
pred: mtmt0, true: mtmt0, file: sa2, noise: SIGNAL004.wav, level: 20 dB.
pred: mtpf0, true: mtpf0, file: sa1, noise: SIGNAL018.wav, level: 20 dB.
pred: mtpf0, true: mtpf0, file: sa2, noise: SIGNAL016.wav, level: 20 dB.
pred: mtpg0, true: mtpg0, file: sa1, noise: SIGNAL006.wav, level: 20 dB.
pred: mtpg0, true: mtpg0, file: sa2, noise: SIGNAL017.wav, level: 20 dB.
pred: mtpp0, true: mtpp0, file: sa1, noise: SIGNAL004.wav, level: 20 dB.
pred: mtpp0, true: mtpp0, file: sa2, noise: SIGNAL010.wav, level: 20 dB.
pred: mtpr0, true: mtpr0, file: sa1, noise: SIGNAL015.wav, level: 20 dB.
pred: mtpr0, true: mtpr0, file: sa2, noise: SIGNAL014.wav, level: 20 dB.
pred: mtqc0, true: mtqc0, file: sa1, noise: SIGNAL019.wav, level: 20 dB.
pred: mtqc0, true: mtqc0, file: sa2, noise: SIGNAL024.wav, level: 20 dB.
pred: mtrc0, true: mtrc0, file: sa1, noise: SIGNAL012.wav, level: 20 dB.
pred: mtrc0, true: mtrc0, file: sa2, noise: SIGNAL001.wav, level: 20 dB.
pred: mtrr0, true: mtrr0, file: sa1, noise: SIGNAL015.wav, level: 20 dB.
pred: mjjg0, true: mtrr0, file: sa2, noise: SIGNAL021.wav, level: 20 dB.
pred: mtrt0, true: mtrt0, file: sa1, noise: SIGNAL010.wav, level: 20 dB.
pred: mtrt0, true: mtrt0, file: sa2, noise: SIGNAL008.wav, level: 20 dB.
pred: mtwh0, true: mtwh0, file: sa1, noise: SIGNAL008.wav, level: 20 dB.
pred: mtwh0, true: mtwh0, file: sa2, noise: SIGNAL021.wav, level: 20 dB.
pred: mtwh1, true: mtwh1, file: sa1, noise: SIGNAL010.wav, level: 20 dB.
pred: mtwh1, true: mtwh1, file: sa2, noise: SIGNAL022.wav, level: 20 dB.
pred: mtxs0, true: mtxs0, file: sa1, noise: SIGNAL018.wav, level: 20 dB.
pred: mtxs0, true: mtxs0, file: sa2, noise: SIGNAL018.wav, level: 20 dB.
pred: mtdp0, true: mvjh0, file: sa1, noise: SIGNAL004.wav, level: 20 dB.
pred: mvjh0, true: mvjh0, file: sa2, noise: SIGNAL017.wav, level: 20 dB.
pred: mvlo0, true: mvlo0, file: sa1, noise: SIGNAL005.wav, level: 20 dB.
pred: mvlo0, true: mvlo0, file: sa2, noise: SIGNAL022.wav, level: 20 dB.
pred: mtbc0, true: mvrw0, file: sa1, noise: SIGNAL014.wav, level: 20 dB.
pred: mvrw0, true: mvrw0, file: sa2, noise: SIGNAL013.wav, level: 20 dB.
pred: mwac0, true: mwac0, file: sa1, noise: SIGNAL023.wav, level: 20 dB.
pred: mwac0, true: mwac0, file: sa2, noise: SIGNAL021.wav, level: 20 dB.
pred: mwad0, true: mwad0, file: sa1, noise: SIGNAL015.wav, level: 20 dB.
pred: mwad0, true: mwad0, file: sa2, noise: SIGNAL018.wav, level: 20 dB.
pred: mwar0, true: mwar0, file: sa1, noise: SIGNAL004.wav, level: 20 dB.
pred: mwar0, true: mwar0, file: sa2, noise: SIGNAL007.wav, level: 20 dB.
pred: mwbt0, true: mwbt0, file: sa1, noise: SIGNAL023.wav, level: 20 dB.
pred: mwbt0, true: mwbt0, file: sa2, noise: SIGNAL012.wav, level: 20 dB.
pred: mwch0, true: mwch0, file: sa1, noise: SIGNAL009.wav, level: 20 dB.
pred: mpcs0, true: mwch0, file: sa2, noise: SIGNAL021.wav, level: 20 dB.
pred: mwdk0, true: mwdk0, file: sa1, noise: SIGNAL020.wav, level: 20 dB.
pred: mwdk0, true: mwdk0, file: sa2, noise: SIGNAL023.wav, level: 20 dB.
pred: mwem0, true: mwem0, file: sa1, noise: SIGNAL019.wav, level: 20 dB.
pred: mwem0, true: mwem0, file: sa2, noise: SIGNAL013.wav, level: 20 dB.
pred: mwew0, true: mwew0, file: sa1, noise: SIGNAL013.wav, level: 20 dB.
pred: mwew0, true: mwew0, file: sa2, noise: SIGNAL007.wav, level: 20 dB.
pred: mwgr0, true: mwgr0, file: sa1, noise: SIGNAL014.wav, level: 20 dB.
pred: mwgr0, true: mwgr0, file: sa2, noise: SIGNAL024.wav, level: 20 dB.
pred: mwjg0, true: mwjg0, file: sa1, noise: SIGNAL024.wav, level: 20 dB.
pred: mwjg0, true: mwjg0, file: sa2, noise: SIGNAL014.wav, level: 20 dB.
pred: mwre0, true: mwre0, file: sa1, noise: SIGNAL007.wav, level: 20 dB.
pred: mwre0, true: mwre0, file: sa2, noise: SIGNAL008.wav, level: 20 dB.
pred: mwrp0, true: mwrp0, file: sa1, noise: SIGNAL021.wav, level: 20 dB.
pred: mwrp0, true: mwrp0, file: sa2, noise: SIGNAL024.wav, level: 20 dB.
pred: mwsb0, true: mwsb0, file: sa1, noise: SIGNAL011.wav, level: 20 dB.
pred: mwsb0, true: mwsb0, file: sa2, noise: SIGNAL012.wav, level: 20 dB.
pred: mwsh0, true: mwsh0, file: sa1, noise: SIGNAL015.wav, level: 20 dB.
pred: mwsh0, true: mwsh0, file: sa2, noise: SIGNAL023.wav, level: 20 dB.
pred: mwvw0, true: mwvw0, file: sa1, noise: SIGNAL024.wav, level: 20 dB.
pred: mwvw0, true: mwvw0, file: sa2, noise: SIGNAL023.wav, level: 20 dB.
pred: mzmb0, true: mzmb0, file: sa1, noise: SIGNAL015.wav, level: 20 dB.
pred: mzmb0, true: mzmb0, file: sa2, noise: SIGNAL013.wav, level: 20 dB.
pred: fadg0, true: fadg0, file: sa1, noise: SIGNAL020.wav, level: 25 dB.
pred: fadg0, true: fadg0, file: sa2, noise: SIGNAL004.wav, level: 25 dB.
pred: faem0, true: faem0, file: sa1, noise: SIGNAL015.wav, level: 25 dB.
pred: faem0, true: faem0, file: sa2, noise: SIGNAL008.wav, level: 25 dB.
pred: fajw0, true: fajw0, file: sa1, noise: SIGNAL004.wav, level: 25 dB.
pred: fajw0, true: fajw0, file: sa2, noise: SIGNAL018.wav, level: 25 dB.
pred: faks0, true: faks0, file: sa1, noise: SIGNAL017.wav, level: 25 dB.
pred: faks0, true: faks0, file: sa2, noise: SIGNAL012.wav, level: 25 dB.
pred: falk0, true: falk0, file: sa1, noise: SIGNAL005.wav, level: 25 dB.
pred: falk0, true: falk0, file: sa2, noise: SIGNAL019.wav, level: 25 dB.
pred: fbjl0, true: falr0, file: sa1, noise: SIGNAL005.wav, level: 25 dB.
pred: falr0, true: falr0, file: sa2, noise: SIGNAL019.wav, level: 25 dB.
pred: fapb0, true: fapb0, file: sa1, noise: SIGNAL012.wav, level: 25 dB.
pred: fear0, true: fapb0, file: sa2, noise: SIGNAL012.wav, level: 25 dB.
pred: fasw0, true: fasw0, file: sa1, noise: SIGNAL018.wav, level: 25 dB.
pred: fasw0, true: fasw0, file: sa2, noise: SIGNAL007.wav, level: 25 dB.
pred: fexm0, true: fawf0, file: sa1, noise: SIGNAL015.wav, level: 25 dB.
pred: fsjs0, true: fawf0, file: sa2, noise: SIGNAL018.wav, level: 25 dB.
pred: fbas0, true: fbas0, file: sa1, noise: SIGNAL018.wav, level: 25 dB.
pred: fbas0, true: fbas0, file: sa2, noise: SIGNAL003.wav, level: 25 dB.
pred: fbcg1, true: fbcg1, file: sa1, noise: SIGNAL011.wav, level: 25 dB.
pred: fbcg1, true: fbcg1, file: sa2, noise: SIGNAL004.wav, level: 25 dB.
pred: fbch0, true: fbch0, file: sa1, noise: SIGNAL017.wav, level: 25 dB.
pred: fbch0, true: fbch0, file: sa2, noise: SIGNAL005.wav, level: 25 dB.
pred: fbjl0, true: fbjl0, file: sa1, noise: SIGNAL002.wav, level: 25 dB.
pred: fbjl0, true: fbjl0, file: sa2, noise: SIGNAL004.wav, level: 25 dB.
pred: fjrp1, true: fblv0, file: sa1, noise: SIGNAL009.wav, level: 25 dB.
pred: fblv0, true: fblv0, file: sa2, noise: SIGNAL018.wav, level: 25 dB.
pred: fbmh0, true: fbmh0, file: sa1, noise: SIGNAL022.wav, level: 25 dB.
pred: fbmh0, true: fbmh0, file: sa2, noise: SIGNAL003.wav, level: 25 dB.
pred: fbmj0, true: fbmj0, file: sa1, noise: SIGNAL016.wav, level: 25 dB.
pred: fbmj0, true: fbmj0, file: sa2, noise: SIGNAL017.wav, level: 25 dB.
pred: fcag0, true: fcag0, file: sa1, noise: SIGNAL007.wav, level: 25 dB.
pred: fcag0, true: fcag0, file: sa2, noise: SIGNAL001.wav, level: 25 dB.
pred: fexm0, true: fcaj0, file: sa1, noise: SIGNAL011.wav, level: 25 dB.
pred: fcaj0, true: fcaj0, file: sa2, noise: SIGNAL023.wav, level: 25 dB.
pred: fcal1, true: fcal1, file: sa1, noise: SIGNAL017.wav, level: 25 dB.
pred: fcal1, true: fcal1, file: sa2, noise: SIGNAL013.wav, level: 25 dB.
pred: fcau0, true: fcau0, file: sa1, noise: SIGNAL009.wav, level: 25 dB.
pred: fcau0, true: fcau0, file: sa2, noise: SIGNAL009.wav, level: 25 dB.
pred: fcdr1, true: fcdr1, file: sa1, noise: SIGNAL019.wav, level: 25 dB.
pred: fcdr1, true: fcdr1, file: sa2, noise: SIGNAL024.wav, level: 25 dB.
pred: fceg0, true: fceg0, file: sa1, noise: SIGNAL007.wav, level: 25 dB.
pred: fceg0, true: fceg0, file: sa2, noise: SIGNAL022.wav, level: 25 dB.
pred: fcft0, true: fcft0, file: sa1, noise: SIGNAL017.wav, level: 25 dB.
pred: fcft0, true: fcft0, file: sa2, noise: SIGNAL014.wav, level: 25 dB.
pred: frjb0, true: fcjf0, file: sa1, noise: SIGNAL007.wav, level: 25 dB.
pred: fgrw0, true: fcjf0, file: sa2, noise: SIGNAL019.wav, level: 25 dB.
pred: fcjs0, true: fcjs0, file: sa1, noise: SIGNAL014.wav, level: 25 dB.
pred: fcjs0, true: fcjs0, file: sa2, noise: SIGNAL017.wav, level: 25 dB.
pred: fcke0, true: fcke0, file: sa1, noise: SIGNAL019.wav, level: 25 dB.
pred: fcke0, true: fcke0, file: sa2, noise: SIGNAL002.wav, level: 25 dB.
pred: fclt0, true: fclt0, file: sa1, noise: SIGNAL017.wav, level: 25 dB.
pred: fclt0, true: fclt0, file: sa2, noise: SIGNAL023.wav, level: 25 dB.
pred: fcmg0, true: fcmg0, file: sa1, noise: SIGNAL016.wav, level: 25 dB.
pred: fcmg0, true: fcmg0, file: sa2, noise: SIGNAL010.wav, level: 25 dB.
pred: fcmh0, true: fcmh0, file: sa1, noise: SIGNAL021.wav, level: 25 dB.
pred: fcmh0, true: fcmh0, file: sa2, noise: SIGNAL006.wav, level: 25 dB.
pred: fcmh1, true: fcmh1, file: sa1, noise: SIGNAL003.wav, level: 25 dB.
pred: fpaz0, true: fcmh1, file: sa2, noise: SIGNAL015.wav, level: 25 dB.
pred: fcmm0, true: fcmm0, file: sa1, noise: SIGNAL006.wav, level: 25 dB.
pred: fcmm0, true: fcmm0, file: sa2, noise: SIGNAL008.wav, level: 25 dB.
pred: fexm0, true: fcmr0, file: sa1, noise: SIGNAL020.wav, level: 25 dB.
pred: fcmr0, true: fcmr0, file: sa2, noise: SIGNAL007.wav, level: 25 dB.
pred: fcrh0, true: fcrh0, file: sa1, noise: SIGNAL024.wav, level: 25 dB.
pred: fcrh0, true: fcrh0, file: sa2, noise: SIGNAL018.wav, level: 25 dB.
pred: fcrz0, true: fcrz0, file: sa1, noise: SIGNAL015.wav, level: 25 dB.
pred: fcrz0, true: fcrz0, file: sa2, noise: SIGNAL018.wav, level: 25 dB.
pred: fdms0, true: fcyl0, file: sa1, noise: SIGNAL011.wav, level: 25 dB.
pred: fcyl0, true: fcyl0, file: sa2, noise: SIGNAL007.wav, level: 25 dB.
pred: fdac1, true: fdac1, file: sa1, noise: SIGNAL014.wav, level: 25 dB.
pred: fdac1, true: fdac1, file: sa2, noise: SIGNAL011.wav, level: 25 dB.
pred: fdas1, true: fdas1, file: sa1, noise: SIGNAL007.wav, level: 25 dB.
pred: fdas1, true: fdas1, file: sa2, noise: SIGNAL007.wav, level: 25 dB.
pred: fdaw0, true: fdaw0, file: sa1, noise: SIGNAL011.wav, level: 25 dB.
pred: fdaw0, true: fdaw0, file: sa2, noise: SIGNAL021.wav, level: 25 dB.
pred: fdfb0, true: fdfb0, file: sa1, noise: SIGNAL021.wav, level: 25 dB.
pred: fdfb0, true: fdfb0, file: sa2, noise: SIGNAL023.wav, level: 25 dB.
pred: fdhc0, true: fdhc0, file: sa1, noise: SIGNAL024.wav, level: 25 dB.
pred: fdhc0, true: fdhc0, file: sa2, noise: SIGNAL002.wav, level: 25 dB.
pred: fexm0, true: fdjh0, file: sa1, noise: SIGNAL012.wav, level: 25 dB.
pred: fmjf0, true: fdjh0, file: sa2, noise: SIGNAL003.wav, level: 25 dB.
pred: fdkn0, true: fdkn0, file: sa1, noise: SIGNAL004.wav, level: 25 dB.
pred: fdkn0, true: fdkn0, file: sa2, noise: SIGNAL010.wav, level: 25 dB.
pred: fmmh0, true: fdml0, file: sa1, noise: SIGNAL004.wav, level: 25 dB.
pred: fmmh0, true: fdml0, file: sa2, noise: SIGNAL007.wav, level: 25 dB.
pred: fdms0, true: fdms0, file: sa1, noise: SIGNAL022.wav, level: 25 dB.
pred: fdms0, true: fdms0, file: sa2, noise: SIGNAL007.wav, level: 25 dB.
pred: fdmy0, true: fdmy0, file: sa1, noise: SIGNAL005.wav, level: 25 dB.
pred: fdmy0, true: fdmy0, file: sa2, noise: SIGNAL018.wav, level: 25 dB.
pred: fdnc0, true: fdnc0, file: sa1, noise: SIGNAL007.wav, level: 25 dB.
pred: fdnc0, true: fdnc0, file: sa2, noise: SIGNAL024.wav, level: 25 dB.
pred: fdrd1, true: fdrd1, file: sa1, noise: SIGNAL022.wav, level: 25 dB.
pred: fdrd1, true: fdrd1, file: sa2, noise: SIGNAL006.wav, level: 25 dB.
pred: fdrw0, true: fdrw0, file: sa1, noise: SIGNAL023.wav, level: 25 dB.
pred: fgdp0, true: fdrw0, file: sa2, noise: SIGNAL012.wav, level: 25 dB.
pred: fdtd0, true: fdtd0, file: sa1, noise: SIGNAL010.wav, level: 25 dB.
pred: fdtd0, true: fdtd0, file: sa2, noise: SIGNAL022.wav, level: 25 dB.
pred: fdxw0, true: fdxw0, file: sa1, noise: SIGNAL001.wav, level: 25 dB.
pred: fdxw0, true: fdxw0, file: sa2, noise: SIGNAL022.wav, level: 25 dB.
pred: feac0, true: feac0, file: sa1, noise: SIGNAL003.wav, level: 25 dB.
pred: feac0, true: feac0, file: sa2, noise: SIGNAL021.wav, level: 25 dB.
pred: fear0, true: fear0, file: sa1, noise: SIGNAL016.wav, level: 25 dB.
pred: fear0, true: fear0, file: sa2, noise: SIGNAL013.wav, level: 25 dB.
pred: fecd0, true: fecd0, file: sa1, noise: SIGNAL024.wav, level: 25 dB.
pred: fsjs0, true: fecd0, file: sa2, noise: SIGNAL005.wav, level: 25 dB.
pred: fedw0, true: fedw0, file: sa1, noise: SIGNAL004.wav, level: 25 dB.
pred: fedw0, true: fedw0, file: sa2, noise: SIGNAL013.wav, level: 25 dB.
pred: feeh0, true: feeh0, file: sa1, noise: SIGNAL005.wav, level: 25 dB.
pred: feeh0, true: feeh0, file: sa2, noise: SIGNAL021.wav, level: 25 dB.
pred: felc0, true: felc0, file: sa1, noise: SIGNAL006.wav, level: 25 dB.
pred: felc0, true: felc0, file: sa2, noise: SIGNAL001.wav, level: 25 dB.
pred: feme0, true: feme0, file: sa1, noise: SIGNAL013.wav, level: 25 dB.
pred: feme0, true: feme0, file: sa2, noise: SIGNAL016.wav, level: 25 dB.
pred: fetb0, true: fetb0, file: sa1, noise: SIGNAL003.wav, level: 25 dB.
pred: fetb0, true: fetb0, file: sa2, noise: SIGNAL013.wav, level: 25 dB.
pred: fexm0, true: fexm0, file: sa1, noise: SIGNAL005.wav, level: 25 dB.
pred: fcal1, true: fexm0, file: sa2, noise: SIGNAL022.wav, level: 25 dB.
pred: fpaz0, true: fgcs0, file: sa1, noise: SIGNAL004.wav, level: 25 dB.
pred: fgcs0, true: fgcs0, file: sa2, noise: SIGNAL004.wav, level: 25 dB.
pred: fgdp0, true: fgdp0, file: sa1, noise: SIGNAL016.wav, level: 25 dB.
pred: fgdp0, true: fgdp0, file: sa2, noise: SIGNAL004.wav, level: 25 dB.
pred: fgjd0, true: fgjd0, file: sa1, noise: SIGNAL014.wav, level: 25 dB.
pred: fgjd0, true: fgjd0, file: sa2, noise: SIGNAL015.wav, level: 25 dB.
pred: fgmb0, true: fgmb0, file: sa1, noise: SIGNAL002.wav, level: 25 dB.
pred: fjrp1, true: fgmb0, file: sa2, noise: SIGNAL023.wav, level: 25 dB.
pred: fgmd0, true: fgmd0, file: sa1, noise: SIGNAL022.wav, level: 25 dB.
pred: fgmd0, true: fgmd0, file: sa2, noise: SIGNAL023.wav, level: 25 dB.
pred: fgrw0, true: fgrw0, file: sa1, noise: SIGNAL012.wav, level: 25 dB.
pred: fgrw0, true: fgrw0, file: sa2, noise: SIGNAL005.wav, level: 25 dB.
pred: fgwr0, true: fgwr0, file: sa1, noise: SIGNAL006.wav, level: 25 dB.
pred: fgwr0, true: fgwr0, file: sa2, noise: SIGNAL009.wav, level: 25 dB.
pred: flet0, true: fhes0, file: sa1, noise: SIGNAL002.wav, level: 25 dB.
pred: fhes0, true: fhes0, file: sa2, noise: SIGNAL015.wav, level: 25 dB.
pred: fhew0, true: fhew0, file: sa1, noise: SIGNAL014.wav, level: 25 dB.
pred: fgcs0, true: fhew0, file: sa2, noise: SIGNAL021.wav, level: 25 dB.
pred: fspm0, true: fhlm0, file: sa1, noise: SIGNAL011.wav, level: 25 dB.
pred: fhlm0, true: fhlm0, file: sa2, noise: SIGNAL022.wav, level: 25 dB.
pred: fhxs0, true: fhxs0, file: sa1, noise: SIGNAL021.wav, level: 25 dB.
pred: fhxs0, true: fhxs0, file: sa2, noise: SIGNAL007.wav, level: 25 dB.
pred: fisb0, true: fisb0, file: sa1, noise: SIGNAL012.wav, level: 25 dB.
pred: fisb0, true: fisb0, file: sa2, noise: SIGNAL024.wav, level: 25 dB.
pred: fjas0, true: fjas0, file: sa1, noise: SIGNAL014.wav, level: 25 dB.
pred: fjas0, true: fjas0, file: sa2, noise: SIGNAL006.wav, level: 25 dB.
pred: fjcs0, true: fjcs0, file: sa1, noise: SIGNAL011.wav, level: 25 dB.
pred: fbjl0, true: fjcs0, file: sa2, noise: SIGNAL010.wav, level: 25 dB.
pred: fjdm2, true: fjdm2, file: sa1, noise: SIGNAL017.wav, level: 25 dB.
pred: fjdm2, true: fjdm2, file: sa2, noise: SIGNAL001.wav, level: 25 dB.
pred: fjem0, true: fjem0, file: sa1, noise: SIGNAL009.wav, level: 25 dB.
pred: fjem0, true: fjem0, file: sa2, noise: SIGNAL017.wav, level: 25 dB.
pred: fsjg0, true: fjen0, file: sa1, noise: SIGNAL020.wav, level: 25 dB.
pred: fjen0, true: fjen0, file: sa2, noise: SIGNAL004.wav, level: 25 dB.
pred: fjhk0, true: fjhk0, file: sa1, noise: SIGNAL009.wav, level: 25 dB.
pred: fsjg0, true: fjhk0, file: sa2, noise: SIGNAL023.wav, level: 25 dB.
pred: fjkl0, true: fjkl0, file: sa1, noise: SIGNAL004.wav, level: 25 dB.
pred: fjkl0, true: fjkl0, file: sa2, noise: SIGNAL022.wav, level: 25 dB.
pred: fjlg0, true: fjlg0, file: sa1, noise: SIGNAL012.wav, level: 25 dB.
pred: fjlg0, true: fjlg0, file: sa2, noise: SIGNAL022.wav, level: 25 dB.
pred: fjlm0, true: fjlm0, file: sa1, noise: SIGNAL002.wav, level: 25 dB.
pred: fjlm0, true: fjlm0, file: sa2, noise: SIGNAL023.wav, level: 25 dB.
pred: fjlr0, true: fjlr0, file: sa1, noise: SIGNAL014.wav, level: 25 dB.
pred: fjlr0, true: fjlr0, file: sa2, noise: SIGNAL004.wav, level: 25 dB.
pred: fjmg0, true: fjmg0, file: sa1, noise: SIGNAL016.wav, level: 25 dB.
pred: fmjf0, true: fjmg0, file: sa2, noise: SIGNAL020.wav, level: 25 dB.
pred: fsjg0, true: fjrb0, file: sa1, noise: SIGNAL010.wav, level: 25 dB.
pred: fjrb0, true: fjrb0, file: sa2, noise: SIGNAL016.wav, level: 25 dB.
pred: fjre0, true: fjre0, file: sa1, noise: SIGNAL018.wav, level: 25 dB.
pred: fjre0, true: fjre0, file: sa2, noise: SIGNAL016.wav, level: 25 dB.
pred: fjrp1, true: fjrp1, file: sa1, noise: SIGNAL021.wav, level: 25 dB.
pred: fjrp1, true: fjrp1, file: sa2, noise: SIGNAL009.wav, level: 25 dB.
pred: fjsa0, true: fjsa0, file: sa1, noise: SIGNAL015.wav, level: 25 dB.
pred: fjsa0, true: fjsa0, file: sa2, noise: SIGNAL009.wav, level: 25 dB.
pred: fexm0, true: fjsj0, file: sa1, noise: SIGNAL020.wav, level: 25 dB.
pred: fjsj0, true: fjsj0, file: sa2, noise: SIGNAL021.wav, level: 25 dB.
pred: fjsk0, true: fjsk0, file: sa1, noise: SIGNAL001.wav, level: 25 dB.
pred: fjsk0, true: fjsk0, file: sa2, noise: SIGNAL011.wav, level: 25 dB.
pred: fjsp0, true: fjsp0, file: sa1, noise: SIGNAL012.wav, level: 25 dB.
pred: fjsp0, true: fjsp0, file: sa2, noise: SIGNAL024.wav, level: 25 dB.
pred: fsag0, true: fjwb0, file: sa1, noise: SIGNAL004.wav, level: 25 dB.
pred: fjwb0, true: fjwb0, file: sa2, noise: SIGNAL004.wav, level: 25 dB.
pred: fjwb1, true: fjwb1, file: sa1, noise: SIGNAL016.wav, level: 25 dB.
pred: fjwb1, true: fjwb1, file: sa2, noise: SIGNAL005.wav, level: 25 dB.
pred: fjxm0, true: fjxm0, file: sa1, noise: SIGNAL022.wav, level: 25 dB.
pred: fjxm0, true: fjxm0, file: sa2, noise: SIGNAL019.wav, level: 25 dB.
pred: fjxp0, true: fjxp0, file: sa1, noise: SIGNAL005.wav, level: 25 dB.
pred: fjxp0, true: fjxp0, file: sa2, noise: SIGNAL014.wav, level: 25 dB.
pred: fsah0, true: fkaa0, file: sa1, noise: SIGNAL021.wav, level: 25 dB.
pred: fkaa0, true: fkaa0, file: sa2, noise: SIGNAL023.wav, level: 25 dB.
pred: fkde0, true: fkde0, file: sa1, noise: SIGNAL002.wav, level: 25 dB.
pred: frng0, true: fkde0, file: sa2, noise: SIGNAL004.wav, level: 25 dB.
pred: fkdw0, true: fkdw0, file: sa1, noise: SIGNAL004.wav, level: 25 dB.
pred: fhew0, true: fkdw0, file: sa2, noise: SIGNAL003.wav, level: 25 dB.
pred: fbjl0, true: fkfb0, file: sa1, noise: SIGNAL016.wav, level: 25 dB.
pred: fkfb0, true: fkfb0, file: sa2, noise: SIGNAL007.wav, level: 25 dB.
pred: fkkh0, true: fkkh0, file: sa1, noise: SIGNAL015.wav, level: 25 dB.
pred: fkkh0, true: fkkh0, file: sa2, noise: SIGNAL016.wav, level: 25 dB.
pred: fklc0, true: fklc0, file: sa1, noise: SIGNAL012.wav, level: 25 dB.
pred: fklc0, true: fklc0, file: sa2, noise: SIGNAL020.wav, level: 25 dB.
pred: fklc1, true: fklc1, file: sa1, noise: SIGNAL017.wav, level: 25 dB.
pred: fklc1, true: fklc1, file: sa2, noise: SIGNAL012.wav, level: 25 dB.
pred: fmjf0, true: fklh0, file: sa1, noise: SIGNAL002.wav, level: 25 dB.
pred: fklh0, true: fklh0, file: sa2, noise: SIGNAL022.wav, level: 25 dB.
pred: fkms0, true: fkms0, file: sa1, noise: SIGNAL005.wav, level: 25 dB.
pred: fkms0, true: fkms0, file: sa2, noise: SIGNAL018.wav, level: 25 dB.
pred: fksr0, true: fksr0, file: sa1, noise: SIGNAL013.wav, level: 25 dB.
pred: fksr0, true: fksr0, file: sa2, noise: SIGNAL021.wav, level: 25 dB.
pred: flac0, true: flac0, file: sa1, noise: SIGNAL018.wav, level: 25 dB.
pred: flac0, true: flac0, file: sa2, noise: SIGNAL007.wav, level: 25 dB.
pred: flag0, true: flag0, file: sa1, noise: SIGNAL016.wav, level: 25 dB.
pred: flag0, true: flag0, file: sa2, noise: SIGNAL014.wav, level: 25 dB.
pred: flas0, true: flas0, file: sa1, noise: SIGNAL007.wav, level: 25 dB.
pred: flas0, true: flas0, file: sa2, noise: SIGNAL009.wav, level: 25 dB.
pred: flbw0, true: flbw0, file: sa1, noise: SIGNAL010.wav, level: 25 dB.
pred: flbw0, true: flbw0, file: sa2, noise: SIGNAL004.wav, level: 25 dB.
pred: fleh0, true: fleh0, file: sa1, noise: SIGNAL010.wav, level: 25 dB.
pred: fslb1, true: fleh0, file: sa2, noise: SIGNAL010.wav, level: 25 dB.
pred: flet0, true: flet0, file: sa1, noise: SIGNAL012.wav, level: 25 dB.
pred: flet0, true: flet0, file: sa2, noise: SIGNAL011.wav, level: 25 dB.
pred: fexm0, true: flhd0, file: sa1, noise: SIGNAL005.wav, level: 25 dB.
pred: flhd0, true: flhd0, file: sa2, noise: SIGNAL022.wav, level: 25 dB.
